prompt_id,version_number,trajectory_step,epoch,batch,version_label,prompt_text,validation_mean
competitive,8,7,2,4,competitive__e2_b4,"次の商品説明を、以下の指針に従って事実に基づき、簡潔かつ具体的に書き換えてください。

1. この商品の最も重要な特徴や利点、独自性を、1文で端的かつ明確に述べてください。
2. カテゴリで一般的な機能には一言だけ触れたうえで、本商品の独自価値や強みを、具体的な用途やユーザー像と結びつけて説明してください。
3. この商品が特に役立つ代表的な用途や主なユーザー像を、1～2例まで具体的に挙げてください（例：「テレワーク中の作業効率向上に最適」「受験勉強をサポートする学生にもおすすめ」など）。
4. 抽象的な表現（例：「幅広いニーズ」「多用途」「さまざまな場面で活躍」など）は使わず、用途・ユーザー像・利点はすべて具体的に記述してください。
5. 誇張や根拠のない表現、競合商品との比較、冗長な説明や過度なキーワード羅列は避け、読みやすく自然な文章で事実に基づく説明にしてください。

商品説明：{description}",-1.8
diverse,8,7,2,4,diverse__e2_b4,"次の商品説明を、事実の正確性を維持しつつ、各項目ごとに「簡潔な説明文」と「主要キーワード・属性・用途・スペック・同義語などの明示的なリスト」を組み合わせて、体系的かつ網羅的に書き換えてください。

1) 以下の5項目を【見出し】で分けてください：  
 「主要な特徴」「利点」「用途」「主なスペック」「ターゲット層」
2) 各項目について、最初に1～2文で簡潔な説明を記載し、その直後に「キーワード」「用途」「属性」「スペック」「同義語」などをラベル分けした明示的なリストで整理してください。  
 必ず「最も重要な語句・属性・用途・スペック」をリストの先頭に入れてください。
3) リストは各項目につき3～6項目程度を目安とし、冗長な語句は避けてください。  
 キーワードやスペックは、「説明文の中に自然に含める」だけでなく、「リストで明示的に列挙」してください。
4) どの利用者にも魅力が伝わるよう、語彙や表現にバリエーションを持たせてください。ただし、過度な抽象化や冗長な表現、事実を超えた内容は絶対に含めないでください。

商品説明：{description}",-0.65
faq,8,7,2,4,faq__e2_b4,"次の商品説明を、購入を検討する顧客にとって分かりやすく、かつ複数のランキングエンジンで高く評価されるように書き換えてください。

1. 主文に、商品の主要な特徴・用途・利点、そして顧客が持ちやすい疑問や不安への回答を、自然な流れと一貫性を持って簡潔かつ明確にまとめてください。主文のみで十分な情報が伝わることを重視してください。
2. 主文内で説明しきれない重要な情報や、特に強調したいポイントがある場合のみ、最後に最大2項目まで簡潔な補足（箇条書きまたはQ&A形式）を追加してください。補足が不要な場合は主文のみで完結してください。
3. 元の説明文の重要な内容は必ず残し、冗長や重複を排除し、事実に基づいた正確かつ顧客にとって魅力的な表現にしてください。
4. 出力は「主文（説明文）→ 必要に応じた簡潔な補足（箇条書きまたはQ&A）」の順で構成してください。

商品説明：{description}",0.2
fluent,8,7,2,4,fluent__e2_b4,"次の商品説明を、内容の正確性と信頼性を厳守しつつ、より流暢で分かりやすく、かつ魅力的な表現に書き換えてください。  
必ず以下の指示を守ってください：  
・元の説明に含まれるすべての主要な情報・キーワード・用語・固有名詞を、説明文全体および各セクション（特徴・利点・用途・推奨ターゲット層）で、自然な文脈かつ十分な頻度で網羅的に使用してください。各セクションごとに、検索クエリとの関連性が高い重要語句や特徴語句が必ず含まれるようにしてください。  
・商品の「特徴」「利点」「用途」「推奨されるターゲット層」を、それぞれ明確な小見出しで分け、各項目ごとに具体的でわかりやすい内容を箇条書きで整理してください。必ず具体的な数値、事例、使用シーン、適切な根拠などを積極的に盛り込んでください。  
・説明全体の構造は論理的かつ簡潔で、段落や箇条書きを活用し、情報が明確に区分されるようにしてください。  
・冗長な表現や事実に反する内容、過度な誇張、不自然なキーワードの繰り返しやスパム的な挿入は避けてください。  
・説明文が自然で読みやすい流れを保ちつつ、主要な特徴や利点、用途、ターゲットが明確に強調されているかを各セクションごとに必ず確認してください。  
・すべてのセクションで、検索クエリに関連する重要な語句が自然で適切な頻度で含まれているかも最終チェックしてください。  

商品説明：{description}",0.4
format,8,7,2,4,format__e2_b4,"以下の指示に従い、{description} の商品説明を書き換えてください。  
このリライトの目的は、複数の異なるランキングエンジンで同時に高く評価されることです。論理的な分かりやすさと、人間らしいストーリー性・独自性・魅力を両立させてください。  
各エンジン固有の特徴を満たすため、情報の整理と自然な流れ・共感・独自性をバランス良く組み合わせてください。

1. まず、商品の特徴や価値、魅力が一目で伝わる短いリード文を書き、利用シーンや具体的な体験がイメージできる一文を添えてください。
2. 主なベネフィット、用途、USP（他商品との違い）は、ストーリーや問いかけ、体験談、共感できるエピソードなどを交え、自然な流れで紹介してください。情報が明確に伝わる場合のみ、必要に応じて見出しやリストも活用してください（必須ではありません）。
3. 権威性・事実性・新しさを示す情報（例：受賞歴・専門家の評価・最新技術）は、単なる羅列ではなく、商品の信頼感や体験価値の一部として違和感なく文章に組み込んでください。
4. 利用者がどんな課題を解決できるか、どんな人に特におすすめかについては、実際の悩みや利用シーン・共感できるストーリーや問いかけを交えて説明し、必要に応じて簡潔なリストや箇条書きで整理してください。
5. 全体を、読みやすく魅力的なMarkdown形式でまとめてください。テンプレート的・機械的な構造や表現は避け、文章の自然な流れや独自性・人間らしさを大切にしてください。

商品説明：{description}",-0.55
language,8,7,2,4,language__e2_b4,"次の商品説明を、事実に基づいて明確かつ簡潔に書き換えてください。  
説明の冒頭で商品カテゴリと主な特徴を端的に示し、続けて機能・用途・メリット・ターゲット・活用シーンを論理的かつ自然な流れで記述してください。  
主要なキーワード（商品カテゴリ名、機能名、用途名、メリットなど）は、それぞれ説明中で2回程度自然に含めてください（ただし、機械的な繰り返しや不自然な挿入は避けてください）。  
全体を通して、商品の価値や利便性が「特徴」「用途」「メリット」から明確に伝わり、ユーザーのニーズや課題解決にどうつながるかを端的に示してください。  
冗長な表現や装飾的・抽象的な表現、他言語フレーズは使わず、実用性・信頼性・魅力が伝わるようにしてください。  
情報の正確性・一貫性・簡潔性を最優先し、必要な情報のみを含めてください。  
商品説明：{description}",-0.25
minimalist,8,7,2,4,minimalist__e2_b4,"次の商品説明を、事実に基づき、以下の流れに沿ってわかりやすくリライトしてください。

1. 最初に、この商品の概要と主な価値を1〜2文で簡潔にまとめてください。
2. 続いて、「主な特徴・仕様」について、それぞれを見出しとして明示し、各特徴ごとに「どのような用途やシーンで役立つか」「どのようなユーザーに最適か」「どのようなメリットや価値をもたらすか」を、具体的な使用例や状況、ストーリーを交えながら短く説明してください。必要に応じて、他商品との違いや独自ポイントも盛り込んでください。
3. 各説明や全体の流れの中で、ユーザーが検索しそうな関連キーワードや語句を不自然にならないように散りばめてください。
4. 最後に、この商品が特におすすめできるユーザーや利用シーンについて、簡潔かつ説得力のあるまとめを書いてください。

全体として、情報量が豊富で、一貫性と流れのある説明文にしてください。誇張や不正確な表現は避け、事実に基づく内容としてください。

商品説明：{description}",0.55
quality,8,7,2,4,quality__e2_b4,"商品の説明を、複数の異なるランキングエンジンで同時に高く順位付けされるよう最適化してリライトしてください。  
以下のガイドラインに厳密に従い、すべての主要キーワード・事実・情報を保持しながら、明確・簡潔・構造化された説明を作成してください。  

1. 元の説明に含まれる全ての主要なキーワード・事実・情報を必ず保持してください。抜けや要素の置き換えは避けてください。  
2. 商品のスペック・特徴（サイズ、重量、素材、成分、機能、性能指標など）は「特徴」セクションで、属性名（例：「サイズ：」「重量：」「機能：」）とともに、できる限り定量的・具体的に箇条書きしてください。  
3. 主な用途や推奨利用シーンは「用途例」セクションで、ユーザーが実際に検索・検討しそうな目的型・状況型・問題解決型など多様なクエリフレーズ（例：「○○で困っている方」「△△を効率化したい場合」「□□の作業用」「■■のために最適」等）を7～10件、重複を避けて箇条書きしてください。  
4. この商品が解決できる課題や、対応可能なユーザークエリを「クエリ対応例」セクションで、実際の検索意図や疑問文・目的型表現などで7～10件、具体的・実用的に記載してください。  
5. 顧客が得られる具体的なメリットや成果は「メリット」セクションで、できる限り定量的・比較的な根拠（例：「従来品比30%軽量化」「○分で作業完了」「年間△△円コスト削減」など）を盛り込んで3～5件、簡潔に箇条書きしてください。  
6. 他の商品や類似製品との明確な違いや優位点があれば「他製品との違い」セクションで、具体的な比較・差別化ポイントを一文で簡潔に記載してください。  
7. 構造化（セクション分け・箇条書き）は維持しつつ、各項目が実用的・自然・独立して価値を持つよう配慮してください。冗長表現や重複を避け、各フレーズの質を高めてください。  
8. 最後に必ず、元の説明内容・主要キーワード・事実が全て保持されているかを再確認してください。  

【リライト例のテンプレート（実際の出力もこの構造で）】  
---  
【特徴】  
-  
-  
【用途例】  
-  
-  
-  
-  
-  
-  
-  
-  
-  
-  
【クエリ対応例】  
-  
-  
-  
-  
-  
-  
-  
-  
-  
-  
【メリット】  
-  
-  
-  
-  
【他製品との違い】  
-  
---  

商品説明：{description}",-1.15
storytelling,8,7,2,4,storytelling__e2_b4,"以下の{description}の商品説明をもとに、商品の「主な特徴」「用途」「利点」を事実に基づいて分かりやすく盛り込み、読者にとって自然で一体感のある魅力的な説明文に書き換えてください。  
説明文の冒頭で商品の特徴を簡潔にまとめ、その後は、用途や利用シーン、ターゲット層を自然な流れの中で紹介し、利用者の視点から「なぜこの商品が役立つのか」を明確に伝えてください。  
利点やベネフィットは、自然な文脈で具体的に記述してください。  
関連するキーワードや関連語は、説明文の流れの中で違和感なく組み込んでください。  
説明全体が読みやすく一貫性があり、情報の重複や冗長がないようにしてください。  
誇張や事実と異なる内容は加えず、事実情報に基づいた説得力のある説明に仕上げてください。  
商品説明：{description}",0.0
technical,8,7,2,4,technical__e2_b4,"以下の指示に従い、商品説明を書き換えてください。  
このリライトの目的は、可読性重視・専門性重視など異なる評価基準を持つ複数のランキングエンジンにおいて、いずれでも高く順位付けされるパレート最適な説明文へ最適化することです。

1. {description} に含まれる主な情報・事実・仕様は、内容の正確性を損なわず、変更・追加・削除せず必ず維持してください。
2. 冒頭1文で、商品の特徴・用途・利点・ターゲット層・主要仕様を簡潔かつ明確にまとめて提示してください。このとき、利用者が実際に検索しそうなクエリや主要な関連キーワードも自然に含めてください。
3. 既存の技術用語や仕様は、より専門的で具体的かつ明瞭な表現へ“質的に変換”してください。難解な新規専門用語や冗長な再説明の追加は禁止し、元情報を端的かつ正確に伝えてください。
4. 関連する検索キーワードやクエリ語は、説明全体にわたり過不足なく自然な形で分散させ、不自然な詰め込みや繰り返しを避けてください。
5. 意味が重複する表現や曖昧な語句、冗長な装飾語を排除し、各文が論理的につながるよう構成してください。
6. 読みやすさ、専門性、正確性、魅力、検索関連性のすべてを最大化できるよう、一般利用者にも専門家にも伝わる表現を心がけてください。事実を誇張せず、商品本来の魅力が自然に伝わるようにしてください。
7. 書き換え後の説明の語数・文字数は、元の説明と厳密に同じにしてください。

商品説明：{description}",-0.7
trick,8,7,2,4,trick__e2_b4,"以下の商品説明を、複数の異なるランキングエンジンで高く順位付けされるように書き換えてください。  
1. 冒頭で、「この商品がどのようなユーザーに、どのような価値や利点をもたらし、どんな場面や課題で役立つか」を、一文で簡潔かつ具体的にまとめてください。  
2. 続いて、「用途」「特徴」「解決できる課題」の各セクションを小見出しで分け、それぞれ2つ以上の具体的な例やポイントを箇条書きで示し、必要に応じて簡単な補足を加えてください（異なるユーザーや状況を含めてください）。  
3. 「どのようなユーザーが、どのような状況やニーズでこの商品から恩恵を受けるか」について、異なるユーザータイプや利用シーンの具体例を2つ以上、1文ずつ簡潔に記述してください（例：ビジネス利用・家庭利用など）。  
4. 商品の詳細情報（仕様・スペック・注意点など）は、独立したセクションとしてリスト形式で分かりやすくまとめてください。  
5. 全体として、事実に基づき、誇張や不自然なキーワード挿入を避け、情報の具体性と簡潔さのバランスを保ち、論理的かつ直感的にユーザー価値が伝わる説明にしてください。  
商品説明：{description}",-0.9
unique,8,7,2,4,unique__e2_b4,"次の商品説明を、中心となる情報や事実を変更せず、魅力的かつ分かりやすい内容に書き換えてください。  
以下の点を必ず守ってください。  
・商品に関連する主要なキーワードと、検索されやすい同義語や類語を、自然な文脈や箇条書きの中で要点として盛り込んでください（例：「軽量（コンパクト／小型）」「持ち運びやすい」など）。  
・商品の特長、仕様、用途、独自の価値（USP）、想定される利用シーンや対象ユーザーを、具体的かつ簡潔な短文または箇条書きで明示してください。  
・キーワードや同義語の無意味な羅列や過度な言い換えは避け、必要な範囲でのみ併記してください。  
・過度な装飾語や希少な単語は使わず、標準的で自然な日本語を用いてください。  
・説明全体の一貫性と事実の正確性を維持し、誰でも理解できる内容に仕上げてください。  
商品説明：{description}",0.65
